0,324
0,1383
0,1426
0,2214
0,2658
0,3096
0,3103
0,3703
0,3972
0,4238
0,4603
0,5384
0,5810
0,6347
0,6447
0,6912
1,305
1,958
1,1170
1,1872
1,1884
1,2408
1,2665
1,2736
1,2911
1,3379
1,3663
1,3949
1,4067
1,4416
1,5232
1,5661
1,5822
1,5922
1,6021
1,6538
1,6909
1,7055
2,716
2,1161
2,1568
2,1635
2,1846
2,2552
2,2633
2,2707
2,3039
2,3321
2,3468
2,3812
2,3860
2,3901
2,4342
2,4488
2,5067
2,5186
2,5267
2,5404
2,5504
2,5716
2,5867
2,6447
2,6755
2,6848
3,108
3,661
3,805
3,986
3,1113
3,1140
3,1283
3,1438
3,1596
3,1655
3,1756
3,1881
3,1977
3,2118
3,2171
3,2437
3,2510
3,2732
3,2929
3,3090
3,3386
3,3499
3,3622
3,4701
3,4890
3,5510
3,5677
3,5841
3,6087
3,6156
3,6207
3,6651
4,218
4,285
4,1197
4,1602
4,1759
4,1994
4,2407
4,2644
4,3092
4,3124
4,3142
4,3304
4,3307
4,3366
4,3445
4,3857
4,4407
4,4572
4,4614
4,5121
4,5453
4,5851
4,5981
4,6244
4,6606
4,6919
4,7005
5,708
5,823
5,1187
5,1900
5,1913
5,2084
5,2114
5,2472
5,3106
5,3158
5,3341
5,3419
5,3675
5,3974
5,3982
5,4105
5,4276
5,4279
5,4514
5,4885
5,4985
5,5087
5,6156
5,6310
5,6664
5,6945
6,254
6,330
6,372
6,1043
6,1294
6,1439
6,1498
6,3443
6,3814
6,3882
6,4196
6,4672
6,4769
6,5208
6,5433
6,5499
6,5502
6,5899
6,6139
6,6406
6,7052
7,924
7,992
7,1616
7,1716
7,3155
7,3517
7,3839
7,4037
7,4050
7,4233
7,4289
7,5173
7,5175
7,5260
7,5461
7,5510
7,5672
7,5785
7,6486
7,6520
7,6703
8,753
8,1053
8,1468
8,1858
8,2408
8,2445
8,2552
8,2672
8,2811
8,3176
8,3549
8,3759
8,4091
8,4123
8,4283
8,4366
8,4383
8,4585
8,4825
8,4949
8,5049
8,5193
8,5428
8,5539
8,5879
8,6051
8,6145
9,343
9,923
9,1041
9,1372
9,1463
9,1866
9,2167
9,2196
9,2508
9,2512
9,2633
9,3900
9,4439
9,4740
9,4846
9,4928
9,5066
9,5084
9,5638
9,5711
9,5871
9,5973
9,6159
9,6282
9,6939
10,390
10,650
10,1027
10,1103
10,1576
10,1611
10,1612
10,1862
10,2844
10,2887
10,2963
10,3032
10,3532
10,4195
10,5192
10,5455
10,6239
10,6526
10,6646
11,502
11,584
11,777
11,1072
11,1130
11,1145
11,1565
11,1911
11,2114
11,2228
11,2271
11,2571
11,2950
11,3054
11,3253
11,3698
11,3816
11,3895
11,4422
11,4582
11,4686
11,5007
11,5456
11,6277
11,6298
11,6456
11,6941
12,194
12,258
12,470
12,499
12,512
12,1683
12,1687
12,1877
12,1930
12,1974
12,2293
12,2371
12,2663
12,2853
12,2886
12,3259
12,3615
12,4749
12,4798
12,5148
12,5181
12,5356
12,5387
12,5912
12,6787
13,172
13,568
13,789
13,1416
13,1831
13,2276
13,2431
13,2820
13,3197
13,3299
13,5194
13,5254
13,5520
13,5866
13,6012
13,6074
13,6194
13,6322
13,6576
13,6842
13,6916
13,6929
14,54
14,125
14,188
14,211
14,680
14,858
14,1250
14,1783
14,1826
14,2118
14,2248
14,2300
14,2451
14,2874
14,2887
14,2936
14,3468
14,3470
14,3508
14,3540
14,3890
14,4246
14,4647
14,5168
14,5387
14,5490
14,5824
14,5875
14,5919
14,6062
14,6151
14,6223
14,6818
14,6905
15,612
15,686
15,764
15,844
15,1143
15,1147
15,1248
15,1809
15,2031
15,2641
15,2761
15,2787
15,3021
15,3257
15,3467
15,4485
15,5680
15,5724
15,5798
15,5979
15,5995
15,6778
16,354
16,537
16,589
16,876
16,1152
16,1244
16,2004
16,2067
16,2515
16,3219
16,3392
16,3462
16,4198
16,4327
16,4420
16,4565
16,4661
16,4662
16,5082
16,5215
16,5370
16,5682
16,5763
16,6150
17,156
17,769
17,1083
17,1404
17,1828
17,2057
17,2358
17,2458
17,2485
17,2496
17,2789
17,2891
17,3131
17,3498
17,3961
17,4263
17,4519
17,4796
17,4864
17,5613
17,5631
17,5729
17,6326
17,6414
17,6457
17,6505
18,88
18,337
18,477
18,493
18,1226
18,1353
18,1586
18,1611
18,1965
18,2293
18,2311
18,2519
18,2872
18,3053
18,3063
18,3414
18,3601
18,4394
18,4485
18,4586
18,4781
18,4994
18,5318
18,5427
18,5625
18,5801
18,5928
18,6095
18,6242
18,6899
18,6916
18,7037
19,76
19,560
19,1015
19,1086
19,1125
19,1300
19,1924
19,1946
19,2023
19,2049
19,2159
19,2538
19,3290
19,3396
19,3657
19,3826
19,4403
19,4468
19,4617
19,4622
19,4803
19,4923
19,5318
19,5726
19,5743
19,5933
19,6036
19,6128
20,128
20,548
20,1187
20,1448
20,2219
20,2565
20,2641
20,2981
20,4109
20,4502
20,4552
20,4693
20,4853
20,4869
20,5234
20,5716
20,5974
20,6051
20,6354
20,6453
21,102
21,251
21,501
21,1654
21,2127
21,2634
21,2683
21,2727
21,3078
21,3589
21,3989
21,4617
21,4780
21,4929
21,4979
21,5359
21,6642
21,6754
22,634
22,780
22,1241
22,1833
22,2311
22,3022
22,3490
22,3510
22,3631
22,3674
22,4033
22,4616
22,4736
22,4869
22,5118
22,5253
22,5656
22,6207
22,6273
22,6823
23,1264
23,1405
23,1460
23,1501
23,1810
23,1954
23,2022
23,2039
23,2142
23,2820
23,3074
23,3145
23,3452
23,3838
23,3850
23,4784
23,5067
23,5457
23,5487
23,5981
23,6671
23,6820
23,6919
24,599
24,719
24,1049
24,1780
24,1973
24,2408
24,2616
24,2876
24,3031
24,3349
24,3498
24,3601
24,3699
24,3939
24,4100
24,4148
24,4431
24,4564
24,5128
24,5745
24,5756
24,5920
24,6049
24,6071
24,6090
24,6308
24,6538
24,7029
25,145
25,682
25,1506
25,1834
25,2030
25,2181
25,2309
25,2647
25,2870
25,2962
25,3036
25,3087
25,3421
25,3525
25,3946
25,4067
25,4541
25,5437
25,5495
25,6054
25,6239
26,129
26,725
26,1375
26,1876
26,2508
26,2830
26,3593
26,4108
26,4187
26,4389
26,4448
26,4789
26,5254
26,5578
26,6413
26,6552
26,6564
26,6808
27,434
27,1930
27,2256
27,2604
27,2732
27,3469
27,3535
27,3940
27,4216
27,4311
27,4505
27,4838
27,5175
27,5197
27,5243
27,5384
27,5509
27,5565
27,5673
27,6299
27,6486
27,6557
27,6563
27,6856
27,6934
28,60
28,399
28,510
28,918
28,1148
28,1543
28,2480
28,2511
28,2545
28,2642
28,3613
28,4170
28,4191
28,4212
28,4423
28,5029
28,5335
28,6216
28,6280
28,6450
28,6624
28,6681
28,6831
29,635
29,1017
29,1160
29,1219
29,1410
29,1472
29,1512
29,1663
29,2961
29,3152
29,3298
29,3839
29,3936
29,4150
29,4262
29,5691
29,6228
29,6441
29,6725
30,122
30,148
30,276
30,282
30,489
30,1902
30,2008
30,2270
30,2317
30,2375
30,2607
30,3350
30,3357
30,3420
30,3553
30,3571
30,3760
30,3832
30,4072
30,4095
30,4572
30,5824
30,6450
30,6558
31,259
31,428
31,685
31,819
31,939
31,1891
31,1967
31,2020
31,2025
31,2153
31,2176
31,2208
31,2490
31,2703
31,2798
31,2960
31,3023
31,3095
31,3280
31,3357
31,4152
31,4358
31,5373
31,5592
31,6252
32,70
32,546
32,609
32,647
32,693
32,965
32,1102
32,1175
32,1793
32,2097
32,2264
32,2473
32,3039
32,3690
32,3723
32,3781
32,5324
32,5595
32,5738
32,5875
32,5951
32,6617
32,6680
33,400
33,464
33,602
33,928
33,1275
33,1642
33,1997
33,2619
33,2685
33,2691
33,3101
33,3149
33,3327
33,3525
33,4241
33,4592
33,4789
33,4891
33,5106
33,5597
33,5976
33,6063
33,6292
33,6417
33,6548
33,6617
34,128
34,403
34,425
34,651
34,972
34,2498
34,2544
34,2582
34,2693
34,3014
34,3177
34,3196
34,3227
34,3714
34,3880
34,3892
34,4026
34,4141
34,4169
34,4374
34,4858
34,5817
34,6506
34,6562
34,6645
34,6660
35,69
35,170
35,582
35,907
35,2002
35,2037
35,2439
35,2707
35,3081
35,3412
35,4294
35,4394
35,4682
35,4879
35,4886
35,4961
35,5940
35,6483
35,6734
35,6749
35,6860
35,6897
36,49
36,375
36,554
36,574
36,1544
36,2159
36,2239
36,2681
36,2849
36,3017
36,3062
36,3679
36,3862
36,3895
36,4264
36,4444
36,4615
36,4645
36,4678
36,5144
36,5284
36,5376
36,5532
36,5639
36,5830
36,6046
36,6411
36,6635
36,6817
37,537
37,764
37,1247
37,1611
37,2287
37,2445
37,2638
37,2856
37,2986
37,3097
37,3784
37,4038
37,4608
37,4662
37,4753
37,4933
37,5147
37,5150
37,5385
37,5810
37,6099
37,6208
37,6383
37,6592
37,6942
37,7022
38,52
38,204
38,900
38,2303
38,2571
38,3644
38,3986
38,4165
38,4254
38,4538
38,4570
38,5361
38,5413
38,5462
38,5600
38,5968
38,6282
38,6337
38,6482
38,6859
38,6946
39,239
39,480
39,745
39,886
39,1190
39,1379
39,1569
39,1851
39,1961
39,2007
39,2063
39,2074
39,2364
39,2423
39,2646
39,3218
39,3305
39,3482
39,4721
39,4941
39,5131
39,5188
39,5256
39,5259
39,6188
39,6955
39,6994
40,50
40,217
40,418
40,429
40,655
40,869
40,1328
40,1512
40,2050
40,2293
40,2347
40,2348
40,2452
40,2550
40,3269
40,3298
40,3346
40,3381
40,4124
40,4132
40,4328
40,4516
40,4543
40,4767
40,5263
40,7048
41,60
41,225
41,847
41,1030
41,1189
41,1330
41,1428
41,1646
41,2386
41,2494
41,2595
41,2673
41,4009
41,4039
41,4144
41,4378
41,4457
41,4684
41,5001
41,5055
41,5416
41,5612
41,6597
41,6939
42,596
